ticker,time,open,high,low,close,Volume
DTK,16/03/2026,157.75,157.75,155,155,368675
DTK,23/03/2026,155,155.25,145,145.5,592375
DTK,30/03/2026,145.5,148,144.5,147.75,363591
DTK,07/04/2026,147.75,159.75,147.5,152,289387
DTK,13/04/2026,151,156,148,148,255292
DTK,20/04/2026,148,152,148,152,194008
DTK,27/04/2026,150,152,146,147.25,105026
DTK,04/05/2026,147.5,150,145,148,183558
DTK,11/05/2026,148,160,146,150,137656
DTK,18/05/2026,150,160,148.25,148.75,158827
DTK,25/05/2026,148.75,152,138,149,258769
DTK,02/06/2026,151,151,141,144.75,555099
DTK,08/06/2026,144.75,145,141.75,142.5,137731
